PROJECT,CLASS,COUPLING
spring-data-gemfire,ClientCachePoolTests,12
spring-data-gemfire,InterestResultPolicyConverterUnitTests,5
spring-data-gemfire,GemFireDataSourceUsingNonSpringConfiguredGemFireServerIntegrationTest,11
spring-data-gemfire,LocalOnlyClientCacheIntegrationTest,18
spring-data-gemfire,ClientSubRegionTest,9
spring-data-gemfire,PoolsConfiguredWithLocatorsAndServersExpressionsIntegrationTests,17
spring-data-gemfire,ClientCacheVariableLocatorsTest,12
spring-data-gemfire,PoolFactoryBeanTest,12
spring-data-gemfire,SpringJavaConfiguredClientCacheIntegrationTest,7
spring-data-gemfire,GemfireDataSourcePostProcessorTest,20
spring-data-gemfire,InterestTest,3
spring-data-gemfire,GemFireDataSourceTest,13
spring-data-gemfire,DurableClientCacheIntegrationTest,29
spring-data-gemfire,ClientRegionShortcutConverterTest,2
spring-data-gemfire,SimpleCacheLoader,3
spring-data-gemfire,SimpleCacheWriter,1
spring-data-gemfire,AsmInstantiatorFactoryTest,6
spring-data-gemfire,WiringInstantiatorTest,11
spring-data-gemfire,PdxFunctionArgumentResolverTest,17
spring-data-gemfire,ExceptionThrowingFunctionExecutionIntegrationTest,13
spring-data-gemfire,XmlConfiguredFunctionExecutionIntegrationTests,8
spring-data-gemfire,TestFunctionExecution,3
spring-data-gemfire,FunctionsWithClientCacheTests,3
spring-data-gemfire,TestClientOnRegionFunction,3
spring-data-gemfire,TestClientOnServerFunction,3
spring-data-gemfire,TestFunctionExecution,2
spring-data-gemfire,FunctionExecutionClientCacheTests,18
spring-data-gemfire,FunctionExecutionComponentProviderTest,5
spring-data-gemfire,ServerBasedExecutionBeanDefinitionBuilderTest,11
spring-data-gemfire,TestOnRegionFunction,3
spring-data-gemfire,TestOnRegionFunction2,3
spring-data-gemfire,AnnotationDrivenFunctionsTest,11
spring-data-gemfire,FunctionExecutionIntegrationTests,11
spring-data-gemfire,ApplicationDomainFunctionExecutions,5
spring-data-gemfire,HelloFunctionExecution,1
spring-data-gemfire,ExceptionThrowingFunctionExecution,1
spring-data-gemfire,BatchingResultSenderTest,6
spring-data-gemfire,FunctionArgumentResolverTest,11
spring-data-gemfire,AbstractFunctionTemplateTest,8
spring-data-gemfire,GemfireFunctionTemplateTests,10
spring-data-gemfire,FunctionExecutionTests,10
spring-data-gemfire,GemfireFunctionProxyFactoryBeanTests,9
spring-data-gemfire,FunctionIntegrationTests,13
spring-data-gemfire,AbstractFunctionExecutionTest,12
spring-data-gemfire,ClientCacheFunctionExecutionWithPdxIntegrationTest,22
spring-data-gemfire,RegionDataPolicyShortcutsIntegrationTest,4
spring-data-gemfire,RecreatingContextTest,3
spring-data-gemfire,InterestPolicyConverterUnitTests,5
spring-data-gemfire,CacheAutoReconnectIntegrationTests,5
spring-data-gemfire,RegionShortcutConverterTest,2
spring-data-gemfire,ServerProcess,2
spring-data-gemfire,SpringCacheServerProcess,1
spring-data-gemfire,CacheServerProcess,4
spring-data-gemfire,LocatorProcess,6
spring-data-gemfire,FunctionCacheServerProcess,7
spring-data-gemfire,GemFireBasedServerProcess,2
spring-data-gemfire,TestUtils,1
spring-data-gemfire,UserObject,4
spring-data-gemfire,ExpirationActionConverterUnitTests,5
spring-data-gemfire,TxIntegrationTest,7
spring-data-gemfire,ColocatedRegionIntegrationTest,4
spring-data-gemfire,GenericRegionFactoryBeanTest,12
spring-data-gemfire,SubRegionTest,8
spring-data-gemfire,AutoRegionLookupWithAutowiringIntegrationTests,9
spring-data-gemfire,ScopeTypeTest,4
spring-data-gemfire,ClientRegionPoolBeanFactoryPostProcessorUnitTests,10
spring-data-gemfire,DefinedIndexesApplicationListenerUnitTests,13
spring-data-gemfire,DiskStoreBeanPostProcessorIntegrationTests,12
spring-data-gemfire,PdxDiskStoreAwareBeanFactoryPostProcessorUnitTests,11
spring-data-gemfire,DefinedIndexesIntegrationTests,26
spring-data-gemfire,AutoRegionLookupBeanPostProcessorUnitTests,16
spring-data-gemfire,CustomEditorBeanFactoryPostProcessorUnitTests,5
spring-data-gemfire,PeerCacheApplicationIntegrationTests,15
spring-data-gemfire,ClientServerCacheApplicationIntegrationTests,26
spring-data-gemfire,GatewayReceiverDefaultStartNamespaceTest,6
spring-data-gemfire,CacheNamespaceTest,14
spring-data-gemfire,TxManagerNamespaceTest,6
spring-data-gemfire,FunctionServiceNamespaceTest,5
spring-data-gemfire,ContinuousQueryListenerContainerNamespaceTest,14
spring-data-gemfire,PartitionedRegionNamespaceTest,20
spring-data-gemfire,ClientCacheNamespaceTest,7
spring-data-gemfire,ClientRegionNamespaceTest,34
spring-data-gemfire,RegionSubscriptionAttributesNamespaceTest,7
spring-data-gemfire,ReplicatedRegionNamespaceTest,16
spring-data-gemfire,LocalRegionNamespaceTest,16
spring-data-gemfire,RegionEvictionAttributesNamespaceTest,4
spring-data-gemfire,JndiBindingsPropertyPlaceholderTest,8
spring-data-gemfire,MembershipAttributesTest,7
spring-data-gemfire,DynamicRegionNamespaceTest,6
spring-data-gemfire,RegionWithSubRegionBeanDefinitionHashCodeTest,6
spring-data-gemfire,TemplateRegionsNamespaceTests,43
spring-data-gemfire,GatewayReceiverAutoStartNamespaceTest,6
spring-data-gemfire,DiskStoreNamespaceTest,6
spring-data-gemfire,SubRegionNamespaceTest,9
spring-data-gemfire,GemfireV7GatewayNamespaceTest,18
spring-data-gemfire,InvalidRegionDefinitionUsingBeansNamespaceTest,4
spring-data-gemfire,RegionExpirationAttributesNamespaceTest,11
spring-data-gemfire,SubRegionWithInvalidDataPolicyTest,4
spring-data-gemfire,DiskStoreAndEvictionRegionParsingTest,25
spring-data-gemfire,InvalidRegionExpirationAttributesNamespaceTest,6
spring-data-gemfire,AbstractRegionParserUnitTests,9
spring-data-gemfire,ClientRegionUsingDataPolicyAndShortcutTest,2
spring-data-gemfire,PoolParserUnitTests,22
spring-data-gemfire,TemplateClientRegionNamespaceTest,23
spring-data-gemfire,TxEventHandlersTest,12
spring-data-gemfire,CacheUsingPdxNamespaceTest,8
spring-data-gemfire,LocalRegionWithEvictionPolicyActionNamespaceTest,4
spring-data-gemfire,GatewayHubNamespaceTest,13
spring-data-gemfire,GatewayReceiverManualStartNamespaceTest,6
spring-data-gemfire,CacheSubscriptionTest,8
spring-data-gemfire,ClientCacheParserUnitTests,14
spring-data-gemfire,TemplateRegionDefinitionOrderErrorNamespaceTest,2
spring-data-gemfire,RegionsWithDiskStoreAndPersistenceEvictionSettingsTest,4
spring-data-gemfire,RegionDefinitionUsingBeansNamespaceTest,12
spring-data-gemfire,SubRegionSubElementNamespaceTest,9
spring-data-gemfire,MultipleCacheTest,4
spring-data-gemfire,CacheServerNamespaceTest,7
spring-data-gemfire,PoolNamespaceTest,9
spring-data-gemfire,IndexNamespaceTest,4
spring-data-gemfire,JndiBindingsTest,6
spring-data-gemfire,GemfireV8GatewayNamespaceTest,10
spring-data-gemfire,GemfireV6GatewayNamespaceTest,14
spring-data-gemfire,TemplatePersistentPartitionRegionNamespaceTest,11
spring-data-gemfire,ExpirationAttributesFactoryBeanTest,4
spring-data-gemfire,Init,4
spring-data-gemfire,RegionFactoryBeanTest,31
spring-data-gemfire,GemfireBeanFactoryLocatorTest,13
spring-data-gemfire,IndexConflictsIntegrationTest,22
spring-data-gemfire,InterestPolicyTypeTest,4
spring-data-gemfire,LazyWiringDeclarableSupportTest,15
spring-data-gemfire,IndexTypeConverterUnitTests,5
spring-data-gemfire,IndexMaintenancePolicyConverterUnitTests,5
spring-data-gemfire,DeclarableSupportTest,6
spring-data-gemfire,DiskStoreFactoryBeanTest,3
spring-data-gemfire,GemfireTemplateIntegrationTest,11
spring-data-gemfire,ExpirationActionTypeTest,4
spring-data-gemfire,CacheClusterConfigurationIntegrationTest,18
spring-data-gemfire,GemfireRepositoryFactoryIntegrationTests,11
spring-data-gemfire,AbstractGemfireRepositoryFactoryIntegrationTests,13
spring-data-gemfire,GemfireRepositoryFactoryBeanTest,10
spring-data-gemfire,SimpleGemfireRepositoryIntegrationTest,15
spring-data-gemfire,GemfireRepositoryFactoryUnitTests,35
spring-data-gemfire,SimpleGemfireRepositoryTransactionalIntegrationTest,17
spring-data-gemfire,SimpleGemfireRepositoryUnitTest,19
spring-data-gemfire,GemFireRepositoryFactoryInformationIntegrationTests,19
spring-data-gemfire,RepositoryClientRegionTests,9
spring-data-gemfire,GemfireRepositoriesRegistrarIntegrationTest,16
spring-data-gemfire,NamespaceRepositoryIntegrationTests,5
spring-data-gemfire,PartitionedRegionNamespaceRepositoryIntegrationTests,5
spring-data-gemfire,GemfireRepositoryConfigurationExtensionTest,19
spring-data-gemfire,DogRepository,4
spring-data-gemfire,Address,2
spring-data-gemfire,AlgorithmRepositoryTest,11
spring-data-gemfire,RootUserRepository,2
spring-data-gemfire,UsingQueryAnnotationExtensionsInUserRepository,7
spring-data-gemfire,UsingQueryAnnotationExtensionsInUserRepositoryIntegrationTest,9
spring-data-gemfire,User,3
spring-data-gemfire,RootUser,2
spring-data-gemfire,PersonRepository,4
spring-data-gemfire,PersonRepositoryIntegrationTests,25
spring-data-gemfire,AccountRepository,2
spring-data-gemfire,SubRegionRepositoryIntegrationTest,16
spring-data-gemfire,ProgrammerRepository,2
spring-data-gemfire,PlantRepository,4
spring-data-gemfire,RegionPopulator,3
spring-data-gemfire,AnimalRepositoryTest,8
spring-data-gemfire,RabbitRepository,4
spring-data-gemfire,Programmer,2
spring-data-gemfire,UserRepositoryQueriesIntegrationTest,9
spring-data-gemfire,Plant,3
spring-data-gemfire,PlantRepositoryTest,2
spring-data-gemfire,GuestUserRepository,2
spring-data-gemfire,UserRepository,3
spring-data-gemfire,CustomerRepository,3
spring-data-gemfire,Customer,3
spring-data-gemfire,Person,6
spring-data-gemfire,RepositoryQueriesWithJoinsIntegrationTest,10
spring-data-gemfire,Animal,2
spring-data-gemfire,IncompatibleRegionKeyEntityIdAnimalRepositoryTest,2
spring-data-gemfire,GuestUser,2
spring-data-gemfire,Algorithm,2
spring-data-gemfire,AlgorithmRepository,3
spring-data-gemfire,Account,3
spring-data-gemfire,CatRepository,4
spring-data-gemfire,OqlKeywordUnitTests,3
spring-data-gemfire,GemfireQueryCreatorUnitTests,8
spring-data-gemfire,StringBasedGemfireRepositoryQueryTest,7
spring-data-gemfire,QueryStringUnitTests,9
spring-data-gemfire,PredicatesUnitTests,5
spring-data-gemfire,GemfireQueryMethodUnitTests,17
spring-data-gemfire,DefaultGemfireEntityInformationTest,19
spring-data-gemfire,QueryBuilderUnitTests,8
spring-data-gemfire,CustomPersonRepository,0
spring-data-gemfire,GemfireRepositoryBeanTest,25
spring-data-gemfire,GemfireRepositoryExtensionTest,19
spring-data-gemfire,CdiExtensionIntegrationTest,6
spring-data-gemfire,GemfireCacheRegionProducer,7
spring-data-gemfire,RepositoryClient,4
spring-data-gemfire,SamplePersonRepositoryImpl,1
spring-data-gemfire,SamplePersonRepository,4
spring-data-gemfire,DataPolicyConverterTest,2
spring-data-gemfire,IndexFactoryBeanTest,23
spring-data-gemfire,EvictionActionTypeTest,4
spring-data-gemfire,IndexMaintenancePolicyTypeTest,4
spring-data-gemfire,LookupRegionMutationIntegrationTest,31
spring-data-gemfire,SubscriptionAttributesFactoryBeanTest,4
spring-data-gemfire,PartitionedRegionFactoryBeanTest,5
spring-data-gemfire,EvictionPolicyTypeTest,4
spring-data-gemfire,LookupSubRegionTest,7
spring-data-gemfire,StubErrorHandler,1
spring-data-gemfire,GemfireMDP,4
spring-data-gemfire,ContinuousQueryListenerContainerTest,13
spring-data-gemfire,ListenerContainerTests,12
spring-data-gemfire,ThrowableEventListener,2
spring-data-gemfire,QueryListenerAdapterTest,12
spring-data-gemfire,ContainerXmlSetupTest,11
spring-data-gemfire,GemfireTemplateTest,17
spring-data-gemfire,AutoRegionLookupDao,6
spring-data-gemfire,StubCache,61
spring-data-gemfire,MockGatewayHubFactory,8
spring-data-gemfire,MockClientRegionFactory,20
spring-data-gemfire,StubGatewayReceiverFactory,8
spring-data-gemfire,DataSourceAdapter,1
spring-data-gemfire,FileSystemUtils,4
spring-data-gemfire,IOUtils,0
spring-data-gemfire,FileUtils,1
spring-data-gemfire,ThreadUtils,1
spring-data-gemfire,StackTraceUtils,2
spring-data-gemfire,ThrowableUtils,0
spring-data-gemfire,MockitoMatchers,7
spring-data-gemfire,ZipUtils,1
spring-data-gemfire,IdentifierSequence,0
spring-data-gemfire,GemfireTestApplicationContextInitializer,4
spring-data-gemfire,StubGatewaySenderFactory,12
spring-data-gemfire,AbstractMockerySupport,0
spring-data-gemfire,MockRegionFactory,28
spring-data-gemfire,StubCacheServer,8
spring-data-gemfire,StubResourceManager,3
spring-data-gemfire,MockRegionFactoryTest,4
spring-data-gemfire,Gender,0
spring-data-gemfire,Person,5
spring-data-gemfire,GemfireTestBeanPostProcessor,6
spring-data-gemfire,MockCacheFactoryBean,7
spring-data-gemfire,AbstractGemFireClientServerIntegrationTest,4
spring-data-gemfire,StubAsyncEventQueueFactory,9
spring-data-gemfire,MockGatewayFactory,11
spring-data-gemfire,StubDiskStore,5
spring-data-gemfire,StubCacheTransactionMananger,5
spring-data-gemfire,MockClientCacheFactoryBean,7
spring-data-gemfire,LookupRegionFactoryBeanTest,22
spring-data-gemfire,AsyncEventQueueFactoryBeanTest,9
spring-data-gemfire,AsyncEventQueueWithListenerIntegrationTest,7
spring-data-gemfire,StartupPolicyConverterUnitTests,5
spring-data-gemfire,GatewayHubFactoryBeanTest,12
spring-data-gemfire,StartupPolicyTypeTest,1
spring-data-gemfire,OrderPolicyTypeTest,3
spring-data-gemfire,ManualGatewayReceiverStartIntegrationTest,4
spring-data-gemfire,CachePartitionRegionWithConcurrentParallelAsyncEventQueueAndGatewaySenderIntegrationTest,9
spring-data-gemfire,GatewayReceiverFactoryBeanTest,5
spring-data-gemfire,OrderPolicyConverterUnitTests,5
spring-data-gemfire,GatewaySenderFactoryBeanTest,7
spring-data-gemfire,InvalidRegionDataPolicyShortcutsTest,3
spring-data-gemfire,SubRegionIntegrationTest,14
spring-data-gemfire,AutoRegionLookupIntegrationTests,5
spring-data-gemfire,SpringUtilsUnitTests,4
spring-data-gemfire,PropertiesBuilderTests,2
spring-data-gemfire,ArrayUtilsUnitTests,1
spring-data-gemfire,CollectionUtilsUnitTests,4
spring-data-gemfire,ForkUtil,3
spring-data-gemfire,EvictionAttributesFactoryBeanTest,8
spring-data-gemfire,CacheFactoryBeanTest,30
spring-data-gemfire,Main,2
spring-data-gemfire,CommandProcessor,7
spring-data-gemfire,HelloWorld,4
spring-data-gemfire,CacheLogger,5
spring-data-gemfire,BasicTest,1
spring-data-graph-examples,RestaurantController,11
spring-data-graph-examples,BaseApplicationController,10
spring-data-graph-examples,SignUpController,17
spring-data-graph-examples,Restaurant,5
spring-data-graph-examples,UserAccount,10
spring-data-graph-examples,RestaurantDao,5
spring-data-graph-examples,UserAccountDao,7
spring-data-graph-examples,FindControllerDelegate,0
spring-data-graph-examples,ActorForm,0
spring-data-graph-examples,ImdbSetupControllerDelegate,5
spring-data-graph-examples,ActorInfo,3
spring-data-graph-examples,MovieForm,0
spring-data-graph-examples,MovieInfo,3
spring-data-graph-examples,MovieFindControllerDelegate,9
spring-data-graph-examples,SetupForm,0
spring-data-graph-examples,SetupControllerDelegate,0
spring-data-graph-examples,ActorFindControllerDelegate,9
spring-data-graph-examples,FindController,4
spring-data-graph-examples,SetupController,3
spring-data-graph-examples,LookupRepository,2
spring-data-graph-examples,ActorRepository,2
spring-data-graph-examples,Actor,5
spring-data-graph-examples,Lookup,5
spring-data-graph-examples,ImdbSearchEngine,2
spring-data-graph-examples,RelTypes,0
spring-data-graph-examples,Role,6
spring-data-graph-examples,MovieRepository,2
spring-data-graph-examples,ImdbSearchEngineImpl,8
spring-data-graph-examples,Movie,4
spring-data-graph-examples,ImdbService,2
spring-data-graph-examples,ImdbServiceImpl,12
spring-data-graph-examples,ImdbParser,4
spring-data-graph-examples,ActorData,1
spring-data-graph-examples,ImdbReaderImpl,9
spring-data-graph-examples,RoleData,0
spring-data-graph-examples,ImdbReader,2
spring-data-graph-examples,MovieData,0
spring-data-graph-examples,RecommendationController,12
spring-data-graph-examples,FriendController,16
spring-data-graph-examples,RecommendationFormBean,0
spring-data-graph-examples,FriendFormBean,0
spring-data-graph-examples,TopNController,14
spring-data-graph-examples,RatedRestaurantBean,0
spring-data-graph-examples,TopRatedRestaurantTraverser,8
spring-data-graph-examples,TopRatedRestaurantFinder,16
spring-data-graph-examples,RatedRestaurant,2
spring-data-graph-examples,Recommendation,5
spring-data-graph-examples,UserAccountRepository,7
spring-data-graph-examples,RestaurantRepository,6
spring-data-graph-examples,PrintNeo4j,3
spring-data-graph-examples,TopRatedRestaurantFinderTest,17
spring-data-graph-examples,RestaurantRepositoryTest,14
spring-data-graph-examples,UserAccountRepositoryTest,11
spring-data-graph-examples,UserAccountRelationshipsTest,12
spring-data-graph-examples,AbstractTestWithUserAccount,14
spring-data-graph-examples,MyWorldRepository,2
spring-data-graph-examples,WorldCounter,1
spring-data-graph-examples,WorldRepositoryImpl,6
spring-data-graph-examples,RelationshipTypes,0
spring-data-graph-examples,World,4
spring-data-graph-examples,App,3
spring-data-graph-examples,WorldRepository,5
spring-data-graph-examples,WorldRepositoryTest,11
spring-data-graph-examples,WorldTest,9
spring-data-graph-examples,WorldCounterTest,10
spring-data-graph,Neo4JMappingContext,10
spring-data-graph,Neo4JPersistentProperty,6
spring-data-graph,Neo4JPersistentEntity,2
spring-data-graph,Neo4JPersistentPropertyImpl,21
spring-data-graph,Neo4JPersistentEntityImpl,8
spring-data-graph,RelationshipInfo,9
spring-data-graph,FieldAccessListener,1
spring-data-graph,RelationshipNodeFieldAccessorFactory,15
spring-data-graph,DelegatingFieldAccessorFactory,24
spring-data-graph,ManagedPrefixedDynamicProperties,13
spring-data-graph,AbstractNodeRelationshipFieldAccessor,17
spring-data-graph,ConvertingNodePropertyFieldAccessorFactory,10
spring-data-graph,DynamicProperties,1
spring-data-graph,ReadOnlyOneToNRelationshipFieldAccessorFactory,12
spring-data-graph,OneToNRelationshipEntityFieldAccessorFactory,17
spring-data-graph,NodeRelationshipFieldAccessorFactory,3
spring-data-graph,FieldAccessorFactory,3
spring-data-graph,FieldAccessor,1
spring-data-graph,TraversalFieldAccessorFactory,12
spring-data-graph,DetachedEntityState,12
spring-data-graph,QueryFieldAccessorFactory,10
spring-data-graph,ValidatingNodePropertyFieldAccessorListenerFactory,15
spring-data-graph,OneToNRelationshipFieldAccessorFactory,16
spring-data-graph,NodeDelegatingFieldAccessorFactory,5
spring-data-graph,PropertyFieldAccessorFactory,9
spring-data-graph,IndexingPropertyFieldAccessorListenerFactory,20
spring-data-graph,JpaIdFieldAccessListenerFactory,7
spring-data-graph,DynamicPropertiesContainer,2
spring-data-graph,TransientFieldAccessorFactory,7
spring-data-graph,FieldAccessorListenerFactory,3
spring-data-graph,DefaultEntityState,13
spring-data-graph,SingleRelationshipFieldAccessorFactory,15
spring-data-graph,RelationshipDelegatingFieldAccessorFactory,5
spring-data-graph,DynamicPropertiesFieldAccessorFactory,15
spring-data-graph,IdFieldAccessorFactory,6
spring-data-graph,PrefixedDynamicProperties,5
spring-data-graph,NodeToNodesRelationshipFieldAccessor,12
spring-data-graph,ManagedFieldAccessorSet,10
spring-data-graph,Neo4jConversionServiceFactoryBean,15
spring-data-graph,FieldAccessorFactoryProviders,17
spring-data-graph,SpringPluginInitializer,11
spring-data-graph,ProvidedClassPathXmlApplicationContext,3
spring-data-graph,Neo4jOperations,11
spring-data-graph,PropertyMap,1
spring-data-graph,Neo4jTemplate,36
spring-data-graph,GraphCallback,4
spring-data-graph,Neo4jExceptionTranslator,9
spring-data-graph,Converter,1
spring-data-graph,NodeEvaluator,1
spring-data-graph,RelationshipEntityInstantiator,5
spring-data-graph,RelationshipEntityState,9
spring-data-graph,RelationshipEntityStateFactory,8
spring-data-graph,NodeEntityState,10
spring-data-graph,PartialNodeEntityState,21
spring-data-graph,NodeEntityInstantiator,5
spring-data-graph,Neo4jHelper,5
spring-data-graph,NodeEntityStateFactory,17
spring-data-graph,PartialNodeEntityInstantiator,8
spring-data-graph,GraphBackedEntityIterableWrapper,10
spring-data-graph,DelegatingGraphDatabase,17
spring-data-graph,GraphDatabaseFactory,4
spring-data-graph,GraphDatabaseContext,29
spring-data-graph,DoReturn,3
spring-data-graph,EntityEvaluator,8
spring-data-graph,RelationshipPath,4
spring-data-graph,PathMapper,6
spring-data-graph,EntityPathPathIterableWrapper,8
spring-data-graph,PathMappingIterator,9
spring-data-graph,IterationController,1
spring-data-graph,DefaultRelationshipBacked,4
spring-data-graph,NodePath,5
spring-data-graph,ConvertingEntityPath,14
spring-data-graph,EntityMapper,10
spring-data-graph,GenericTypeExtractor,0
spring-data-graph,GremlinQueryEngine,7
spring-data-graph,CypherQueryEngine,11
spring-data-graph,QueryOperations,2
spring-data-graph,GremlinExecutor,10
spring-data-graph,CypherQueryExecutor,7
spring-data-graph,ConversionServiceQueryResultConverter,4
spring-data-graph,QueryEngine,2
spring-data-graph,EntityResultConverter2,8
spring-data-graph,Tuple2,3
spring-data-graph,NoopRelationshipTypeRepresentationStrategy,5
spring-data-graph,NoopNodeTypeRepresentationStrategy,5
spring-data-graph,SubReferenceNodeTypeRepresentationStrategy,25
spring-data-graph,TypeRepresentationStrategyFactory,16
spring-data-graph,EntityTypeCache,3
spring-data-graph,IndexingRelationshipTypeRepresentationStrategy,21
spring-data-graph,IndexingNodeTypeRepresentationStrategy,23
spring-data-graph,EntityResultConverter,7
spring-data-graph,DataGraphBeanDefinitionParser,10
spring-data-graph,DataGraphNamespaceHandler,18
spring-data-graph,NullTransactionManager,3
spring-data-graph,Neo4jConfiguration,48
spring-data-graph,ConfigurationCheck,4
spring-data-graph,CRUDRepository,10
spring-data-graph,GraphRepositoryFactory,34
spring-data-graph,AbstractGraphRepository,26
spring-data-graph,IndexRepository,3
spring-data-graph,GraphMetamodelEntityInformation,11
spring-data-graph,NamedIndexRepository,3
spring-data-graph,TraversalRepository,4
spring-data-graph,GraphRepository,6
spring-data-graph,NodeGraphRepository,10
spring-data-graph,GraphEntityInformation,4
spring-data-graph,RelationshipGraphRepository,8
spring-data-graph,MatchClause,4
spring-data-graph,StartClause,0
spring-data-graph,CypherQuery,6
spring-data-graph,DirectGraphRepositoryFactory,6
spring-data-graph,GraphRepositoryFactoryBean,9
spring-data-graph,Indexed,2
spring-data-graph,QueryType,0
spring-data-graph,MultiTransactionStatus,5
spring-data-graph,SpringProvider,7
spring-data-graph,DefaultSynchronizationManager,1
spring-data-graph,SpringServiceImpl,7
spring-data-graph,ChainedTransactionManager,10
spring-data-graph,SynchronizationManager,0
spring-data-graph,JotmFactoryBean,5
spring-data-graph,RelationshipBacked,3
spring-data-graph,TypeRepresentationStrategy,4
spring-data-graph,FieldTraversalDescriptionBuilder,3
spring-data-graph,EntityState,5
spring-data-graph,GraphDatabase,9
spring-data-graph,NodeTypeRepresentationStrategy,3
spring-data-graph,Direction,1
spring-data-graph,EntityPath,2
spring-data-graph,NodeBacked,11
spring-data-graph,UncategorizedGraphStoreException,1
spring-data-graph,GraphBacked,1
spring-data-graph,RelationshipTypeRepresentationStrategy,3
spring-data-graph,QueryResultBuilder,14
spring-data-graph,ConvertedResult,2
spring-data-graph,Handler,1
spring-data-graph,QueryResult,5
spring-data-graph,ResultConverter,4
spring-data-graph,DefaultConverter,12
spring-data-graph,Neo4JMappingContextTest,5
spring-data-graph,InvalidReadOnlyOneToNEntity,3
spring-data-graph,FriendshipRepository,2
spring-data-graph,PrefixedDynamicPropertyTest,4
spring-data-graph,InvalidOneToNEntity,3
spring-data-graph,NeoApiTest,10
spring-data-graph,Neo4jTemplateApiTest,29
spring-data-graph,Neo4jTemplateTest,9
spring-data-graph,NeoTraversalTest,12
spring-data-graph,Named,1
spring-data-graph,PersonCreator,4
spring-data-graph,PersonRepository,9
spring-data-graph,HasRelationshipMatcher,8
spring-data-graph,GraphDatabaseFactoryTest,4
spring-data-graph,EntityPropertyValidationTest,8
spring-data-graph,NodeEntityTest,16
spring-data-graph,NoopTypeRepresentationStrategyTest,20
spring-data-graph,NodeEntityInstantiationTest,14
spring-data-graph,EntityEvaluatorTest,1
spring-data-graph,TraversalTest,17
spring-data-graph,IndexingNodeTypeRepresentationStrategyTest,21
spring-data-graph,NodeEntityQueryTest,9
spring-data-graph,ProjectionTest,11
spring-data-graph,TestTeam,3
spring-data-graph,AttachEntityTest,11
spring-data-graph,GraphRepositoryTest,19
spring-data-graph,HasRelationshipMatcherTest,9
spring-data-graph,RelationshipEntityTest,15
spring-data-graph,NodeEntityRelationshipTest,14
spring-data-graph,IndexingRelationshipTypeRepresentationStrategyTest,22
spring-data-graph,DynamicPropertiesTest,15
spring-data-graph,FinderTest,18
spring-data-graph,EntityMapperTest,9
spring-data-graph,PathMappingIteratorTest,10
spring-data-graph,EntityPathTest,11
spring-data-graph,GremlinQueryEngineTest,19
spring-data-graph,QueryEngineTest,24
spring-data-graph,SubReferenceNodeTypeRepresentationStrategyTest,25
spring-data-graph,IndexTest,29
spring-data-graph,ModificationOutsideOfTransactionTest,15
spring-data-graph,PropertyTest,13
spring-data-graph,Attribute,3
spring-data-graph,GroupRepository,3
spring-data-graph,Car,2
spring-data-graph,TestTransactionManagerFactoryBean,7
spring-data-graph,ConfigurationConfirmationTest,2
spring-data-graph,DataGraphNamespaceHandlerTest,10
spring-data-graph,Developer,2
spring-data-graph,Person,14
spring-data-graph,MatchClauseUnitTest,9
spring-data-graph,Toyota,1
spring-data-graph,Friendship,6
spring-data-graph,User,12
spring-data-graph,RecommendationTest,13
spring-data-graph,Cuisine,0
spring-data-graph,Restaurant,9
spring-data-graph,Recommendation,5
spring-data-graph,SubGroup,2
spring-data-graph,ChainedTransactionManagerTest,17
spring-data-graph,JOTMIntegrationTest,12
spring-data-graph,Personality,0
spring-data-graph,Group,10
spring-data-graph,Volvo,1
spring-data-graph,CleanContextCacheTestExecutionListener,3
spring-data-graph,RestTraverser,7
spring-data-graph,RestTraversalDescription,14
spring-data-graph,RestTableResultExtractor,1
spring-data-graph,RestGraphDatabase,30
spring-data-graph,RestGremlinQueryEngine,18
spring-data-graph,RestRequest,10
spring-data-graph,RestCypherQueryEngine,13
spring-data-graph,RestEntityExtractor,5
spring-data-graph,RestRelationshipIndex,7
spring-data-graph,RestIndexManager,15
spring-data-graph,RestIndex,12
spring-data-graph,RestNodeIndex,5
spring-data-graph,PropertiesMap,2
spring-data-graph,RestNode,18
spring-data-graph,RestPathParser,9
spring-data-graph,RestEntity,11
spring-data-graph,RestRelationship,10
spring-data-graph,JsonHelper,3
spring-data-graph,RestResultException,0
spring-data-graph,RequestResult,2
spring-data-graph,RestTraversal,19
spring-data-graph,SimplePath,5
spring-data-graph,ArrayConverter,1
spring-data-graph,Neo4jDatabaseCleaner,4
spring-data-graph,IsRelationshipToNodeMatcher,6
spring-data-graph,RestTestHelper,3
spring-data-graph,TestInterface,0
spring-data-graph,RestGremlinQueryEngineTest,11
spring-data-graph,RestEntityTest,6
spring-data-graph,RestTestBase,9
spring-data-graph,RestIndexTest,8
spring-data-graph,TestServerPlugin,16
spring-data-graph,RestTraversalDescriptionTest,5
spring-data-graph,ServerPluginTest,8
spring-data-graph,Type,0
spring-data-graph,LocalTestServer,22
spring-data-graph,RestQueryEngineTest,11
spring-data-graph,RestGraphDbTest,6
spring-data-graph,RestTraversalExecutionTest,7
spring-data-graph,SpringPluginInitializerTest,12
spring-data-graph,RestFinderTest,7
spring-data-graph,RestNodeEntityRelationshipTest,7
spring-data-graph,RestTraversalTest,7
spring-data-graph,RestIndexTest,7
spring-data-graph,RestNodeEntityTest,8
