PROJECT,CLASS,TESTCASE,TIME
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLPush,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusByMemberWithoutParam,0.011
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPush,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSCard,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSDiff,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSMove,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSetNX,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZCard,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRank,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusByMemberWithCoordAndCount,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusWithDist,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHSetBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testMSetNXBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDecr,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDump,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testEcho,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testEval,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHDel,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHGet,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHLen,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHSet,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testIncr,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testInfo,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testKeys,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLLen,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLPop,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLRem,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testMGet,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testMove,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPTtl,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPing,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPop,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSAdd,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSPop,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSRem,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSort,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testType,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZAdd,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRem,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLInsert,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSMembersBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPersist,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testMGetBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testBrPopLPushBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRange,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testMSetNXString,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testScriptExists,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testTtlWithTimeUnit,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSUnionStoreBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPublishBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPTtlBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSInterBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testExpireBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSInterStore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHSetNXBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLastSave,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testIncrBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPSetExShouldDelegateCallToNativeConnection,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSUnionBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLInsertBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHIncrByDoubleBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHIncrByBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSUnionStore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHLenBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testEvalShaBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSInterStoreBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPublish,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSetNXBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHGetBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLPopBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusByMemberWithoutParamBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHExists,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoDist,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoHash,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZInterStore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHGetAll,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testKeysBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPersistBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPushBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScoreWithScoresBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testStrLenBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusWithDistBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHIncrBy,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeWithScores,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZUnionStore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSPopBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testIncrByBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZInterStoreAggWeightsBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testTtlBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testIncrByDoubleBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGetRangeBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZUnionStoreBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRandomKey,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPExpireBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGetNativeConnection,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSCardBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testPExpireAtBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testInfoBySection,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoAddWithGeoLocation,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSRandMember,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoAddWithIterableOfGeoLocation,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZUnionStoreAggWeightsBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPushXBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZInterStoreBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZInterStoreAggWeights,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZCountBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusWithoutParamBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeWithScores,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeByScore,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeByScoreOffsetCountBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRenameNX,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZUnionStoreAggWeights,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeByScoreBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeWithScoresBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testBlPopBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRenameNXBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testEchoBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeByScoreWithScoresBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScoreOffsetCount,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPopLPushBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSRandMemberCountBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGetClientNameIsDelegatedCorrectlyToNativeConnection,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testIncrByDouble,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHMGetBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoAddBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSortBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRemRangeByScoreBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusWithoutParam,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSortStore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusByMemberWithCoordAndCountBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSortStoreBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testExecuteStringArgs,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLLenBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLPushBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testExecuteByteArgs,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSDiffStoreBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRemRangeBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZAddMultiple,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRankBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoAddCoordinateMapBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGetConfig,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHExistsBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHIncrByDouble,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testTypeBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSMoveBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testAppend,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHKeysBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDecrBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLIndexBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDbSize,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDecrBy,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testExists,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testExpire,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testEvalBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRank,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoAdd,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoPos,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testBitOpBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGetBit,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGetSet,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHSetNX,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testExistsBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testIncrBy,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSDiffBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,pfCountShouldDelegateToNativeConnectionCorrectly,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSDiffStore,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPopBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testHValsBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPopLPush,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSIsMemberBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLIndex,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLPushX,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testLRange,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDelBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScoreBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusWithCoordAndDesc,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testRPushX,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZIncrByBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSInter,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeWithScoresBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,settingClientNameShouldDelegateToNativeConnection,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSUnion,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testMoveBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,pfAddShouldDelegateToNativeConnectionCorrectly,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testAppendBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testStrLen,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScoreWithScoresOffsetCount,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScoreOffsetCountBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testBitCountRangeBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testBitCount,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testGeoRadiusWithCoordAndDescBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZCount,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSMembers,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRange,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZScore,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testDecrByBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRevRangeBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testShutdownInDelegatedCorrectlyToNativeConnection,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testSAddBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTests,testZRangeByScoreWithScores,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRevRangeByScoreOffsetCount,0.252
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoAddCoordinateMap,0.003
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRevRangeByScoreWithScores,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testLPushXBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoRadiusByMemberWithDistAndAscBytes,0.002
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoHashBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZAddBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBrPopBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRangeByScoreWithScoresOffsetCountBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBrPopLPush,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testPExpire,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoDistBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZAddMultipleBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRankBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRevRangeByScoreWithScoresOffsetCountBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGetBitBytes,0.002
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testEvalSha,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBitCountBytes,0.007
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testHDelBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testPExpireAt,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBitCountRange,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testLRemBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoPosBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testExecute,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testDisablePipelineAndTxDeserialize,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGetBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoRadiusByMemberWithDistAndAsc,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRevRangeByScoreWithScoresOffsetCount,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGetRange,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZIncrBy,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZScoreBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testScriptLoad,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSRemBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSRandMemberBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSRandMemberCount,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testHGetAllBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRemRangeByScore,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGetSetBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZCardBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testScriptLoadBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testDel,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGet,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testTtl,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testTimeIsDelegatedCorrectlyToNativeConnection,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSIsMember,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testLRangeBytes,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRemBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRemRange,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testExpireAtBytes,0.004
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testExpireAt,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBitOp,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBlPop,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testBrPop,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testHKeys,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testHMGet,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testHVals,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testLPush,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoRadiusByMemberWithoutParam,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testRPush,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSCard,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSDiff,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSMove,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testSetNX,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZCard,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testZRank,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoRadiusByMemberWithCoordAndCount,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testGeoRadiusWithDist,0.001
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testHSetBytes,0.002
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testMSetNXBytes,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testDecr,0.004
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testDump,0
spring-data-redis,org.springframework.data.redis.connection.DefaultStringRedisConnectionTxTests,testEcho,0
