ARQUIVO,FALHA
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-samples-spring-boot-sample-web-secure-jdbc-.txt,"testLogin(sample.web.secure.jdbc.SampleWebSecureJdbcApplicationTests)  Time elapsed: 0.069 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-samples-spring-boot-sample-web-secure-jdbc-.txt,"testLoginPage(sample.web.secure.jdbc.SampleWebSecureJdbcApplicationTests)  Time elapsed: 0.022 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-samples-spring-boot-sample-web-ui-.txt,"testHome(sample.web.ui.MessageControllerWebTests)  Time elapsed: 0.064 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-samples-spring-boot-sample-web-ui-.txt,"testCreateValidation(sample.web.ui.MessageControllerWebTests)  Time elapsed: 0.076 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-samples-spring-boot-sample-web-ui-.txt,"testHome(sample.web.ui.SampleWebUiApplicationTests)  Time elapsed: 0.139 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-test-autoconfigure-.txt,"getIdForTypeWhenTypeIsWrongShouldThrowException(org.springframework.boot.test.autoconfigure.orm.jpa.TestEntityManagerTests)  Time elapsed: 0 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-boot-spring-boot-test-autoconfigure-.txt,"shouldPrint(org.springframework.boot.test.autoconfigure.web.servlet.WebMvcTestPrintDefaultIntegrationTests)  Time elapsed: 0 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-data-rest-spring-data-rest-hal-browser-.txt,"exposesJsonUnderApiRootByDefault(org.springframework.data.rest.webmvc.halbrowser.HalBrowserIntegrationTests)  Time elapsed: 0.052 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-data-rest-spring-data-rest-hal-browser-.txt,"retrunsApiIfHtmlIsNotExplicitlyListed(org.springframework.data.rest.webmvc.halbrowser.HalBrowserIntegrationTests)  Time elapsed: 0.005 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-data-rest-spring-data-rest-hal-browser-.txt,"exposesHalBrowser(org.springframework.data.rest.webmvc.halbrowser.HalBrowserIntegrationTests)  Time elapsed: 0.007 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-data-rest-spring-data-rest-hal-browser-.txt,"redirectsToBrowserForApiRootAndHtml(org.springframework.data.rest.webmvc.halbrowser.HalBrowserIntegrationTests)  Time elapsed: 0.005 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-data-rest-spring-data-rest-hal-browser-.txt,"forwardsBrowserToIndexHtml(org.springframework.data.rest.webmvc.halbrowser.HalBrowserIntegrationTests)  Time elapsed: 0.004 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-webflow-issues-SWF-1483-.txt,"testEndFlow(org.springframework.webflow.issues.MyFlowExecutionTests)  Time elapsed: 0.041 sec  <<< FAILURE!
"
/home/guilherme/dennis/logs/maven-spring-webflow-issues-SWF-1516-.txt,"testStartFlow(org.springframework.webflow.issues.PhonebookFlowExecutionTests)  Time elapsed: 0.052 sec  <<< FAILURE!
"
