PROJECT,TESTCASE,CLASS,TIME
spring-data-examples,example.springdata.cassandra.basic.BasicUserRepositoryTests,example.springdata.cassandra.basic.BasicUserRepositoryTests,0
spring-data-examples,findsPersonByAge,example.springdata.map.PersonRepositoryIntegrationTest,"0,063"
spring-data-examples,repositoriesAreAssignedToAppropriateStores,example.springdata.multistore.ApplicationConfigurationTest,"0,016"
spring-data-examples,initializesRepositoryWithSampleData,example.springdata.rest.headers.ApplicationIntegrationTests,"0,121"
spring-data-examples,example.springdata.cassandra.projection.CustomerRepositoryIntegrationTest,example.springdata.cassandra.projection.CustomerRepositoryIntegrationTest,0
spring-data-examples,auditEntityCreation,example.springdata.jpa.auditing.AuditableUserSample,"0,025"
spring-data-examples,createsCustomer,example.springdata.jpa.eclipselink.CustomerRepositoryIntegrationTests,"0,044"
spring-data-examples,supportsProjectionInCombinationWithPagination,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,"0,017"
spring-data-examples,findFirst2ByOrderByLastnameAsc,example.springdata.jpa.simple.SimpleUserRepositoryTests,"0,007"
spring-data-examples,useMultipleRepositories,example.springdata.multistore.ApplicationIntegrationTests,"0,409"
spring-data-examples,findBusinessObjectsForCurrentUserShouldReturnOnlyBusinessObjectsWhereCurrentUserIsOwner,example.springdata.jpa.security.SecurityIntegrationTests,"0,095"
spring-data-examples,savesAccount,example.springdata.jpa.showcase.after.AccountRepositoryIntegrationTest,"0,016"
spring-data-examples,projectsDynamically,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,"0,008"
spring-data-examples,findAllBlogPostsByPhraseSortByScore,example.springdata.mongodb.textsearch.TextSearchRepositoryTests,"0,038"
spring-data-examples,shouldBeAbleToSaveAndLoadActor,example.springdata.neo4j.ActorRepositoryIntegrationTest,"1,619"
spring-data-examples,storesPerson,example.springdata.map.PersonRepositoryIntegrationTest,"0,003"
spring-data-examples,persistsAndFindsCustomer,example.springdata.jpa.multipleds.order.OrderRepositoryTests,"0,118"
spring-data-examples,invokeDerivedStoredProcedure,example.springdata.jpa.storedprocedures.UserRepositoryIntegrationTests,"0,042"
spring-data-examples,findWithinGeoJsonPolygon,example.springdata.mongodb.geojson.StoreRepositoryTests,"0,06"
spring-data-examples,encryptsPasswordWhenCreatingAUser,example.users.UserManagementIntegrationTests,"0,071"
spring-data-examples,repositoryRejectsUnencryptedPassword,example.users.UserRepositoryIntegrationTests,"0,012"
spring-data-examples,savingUsers,example.springdata.jpa.basics.BasicSample,"0,034"
spring-data-examples,accessXmlElementsOnSimplePayload,example.users.UserControllerClientTests,"0,158"
spring-data-examples,saveAndFindByLastNameAndFindByUserName,example.springdata.jpa.custom.UserRepositoryCustomizationTests,"0,054"
spring-retry,testTypesProvidedInConstructorWithNonDefaultInCause,org.springframework.classify.BinaryExceptionClassifierTests,"0,002"
spring-retry,testNoClassifiers,org.springframework.classify.BackToBackPatternClassifierTests,0
spring-retry,testClassifierAdapterObjectWithNoAnnotation,org.springframework.classify.ClassifierAdapterTests,"0,043"
spring-retry,testClassifyNullIsDefault,org.springframework.classify.ClassifierSupportTests,"0,003"
spring-retry,testCreateFromMap,org.springframework.classify.PatternMatchingClassifierTests,0
spring-retry,specificRecoverMethod,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,"0,02"
spring-retry,testMultiBackOff,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,0
spring-retry,testSingleBackOff,org.springframework.retry.backoff.FixedBackOffPolicyTests,0
spring-retry,testExceptionString,org.springframework.retry.BackOffInterruptedExceptionTests,"0,001"
spring-retry,testMultiBackOff,org.springframework.retry.backoff.ExponentialRandomBackOffPolicyTests,"0,333"
spring-retry,testSingleBackOff,org.springframework.retry.backoff.ThreadWaitSleeperTests,"0,049"
spring-retry,testWitCustomRetryPolicyTraverseCause,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,0
spring-retry,testRetryExceptionAfterTooManyAttemptsWithNoRecovery,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,"0,013"
spring-retry,testIllegalMethodInvocationType,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,"0,021"
spring-retry,testOnError,org.springframework.retry.listener.RetryListenerSupportTests,0
spring-retry,testExceptionString,org.springframework.retry.ExhaustedRetryExceptionTests,0
spring-retry,testExceptionStringThrowable,org.springframework.retry.ExhaustedRetryExceptionTests,0
spring-retry,testExceptionString,org.springframework.retry.TerminatedRetryExceptionTests,0
spring-retry,testRetryCount,org.springframework.retry.policy.TimeoutRetryPolicyTests,"0,001"
spring-retry,testRetryCount,org.springframework.retry.policy.SimpleRetryPolicyTests,0
spring-retry,testPutOverLimit,org.springframework.retry.policy.SoftReferenceMapRetryContextCacheTests,0
spring-retry,testRetryCount,org.springframework.retry.policy.CompositeRetryPolicyTests,"0,002"
spring-retry,testRetryCount,org.springframework.retry.policy.AlwaysRetryPolicyTests,0
spring-retry,testDefaultPolicies,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,0
spring-retry,testPutOverLimit,org.springframework.retry.policy.MapRetryContextCacheTests,0
spring-retry,testRetryCount,org.springframework.retry.policy.NeverRetryPolicyTests,0
spring-retry,abortCount,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,0
spring-retry,testStatelessRecovery,org.springframework.retry.stats.StatisticsListenerTests,"0,005"
spring-retry,testSimulatorExercisesExponentialBackoff,org.springframework.retry.support.RetrySimulationTests,"0,079"
spring-retry,testWithCustomRetryTemplate,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,0
spring-retry,testDefaultRetryStateObjectClassifierOfQsuperThrowableBoolean,org.springframework.retry.support.DefaultRetryStateTests,"0,001"
spring-retry,testClear,org.springframework.retry.support.RetrySynchronizationManagerTests,0
aws-maven,isRemoteResourceNewerDoesNotExist,org.springframework.build.aws.maven.SimpleStorageServiceWagonIntegrationTest,0
aws-maven,getClientConfigurationNoProxyInfo,org.springframework.build.aws.maven.S3UtilsTest,"0,39"
aws-maven,simpleConstructor,org.springframework.build.aws.maven.AbstractWagonTest,"0,001"
aws-maven,getProxyInfoMatchingProtocol,org.springframework.build.aws.maven.NullProtectingProxyInfoProviderTest,0
aws-maven,invalidLocationConstraint,org.springframework.build.aws.maven.RegionTest,0
aws-maven,fireSessionLoggedIn,org.springframework.build.aws.maven.StandardSessionListenerSupportTest,0
aws-maven,transferListenerManagement,org.springframework.build.aws.maven.StandardTransferListenerSupportTest,"0,001"
aws-maven,readyByteArrayOffsetLength,org.springframework.build.aws.maven.TransferProgressFileInputStreamTest,"0,009"
aws-maven,readyByteArrayOffsetLength,org.springframework.build.aws.maven.TransferProgressFileOutputStreamTest,0
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.dod.addon.DataOnDemandAnnotationValuesTest,"0,008"
spring-roo,rejectsMultipleOrderDirections,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,002"
spring-roo,identifiesFindFirstKUsersExplicit,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,031"
spring-roo,parsesOrderBy,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,001"
spring-roo,validateSeveralParameters,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,004"
spring-roo,badSubjectField,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,001"
spring-roo-community-addons,testParameterTypesAreNotNull,org.springframework.roo.addon.layers.repository.mongo.RepositoryMongoLayerMethodTest,0
spring-roo,optionsAfterPredicateStringField,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,008"
spring-roo,parsesContainingCorrectly,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,0
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.javabean.addon.JavaBeanAnnotationValuesTest,"0,002"
spring-roo,testWhenGovernorAlreadyImplementsSerializable,org.springframework.roo.addon.javabean.addon.SerializableMetadataTest,"0,117"
spring-roo,testWhenGovernorAlreadyHasSerialVersionField,org.springframework.roo.addon.javabean.addon.SerializableMetadataTest,"0,002"
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.jpa.addon.entity.JpaEntityAnnotationValuesTest,"0,003"
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.jpa.addon.identifier.IdentifierAnnotationValuesTest,"0,005"
spring-roo,testConfigureJpaForH2InMemoryAndHibernateAndJndiForNewProject,org.springframework.roo.addon.jpa.addon.JpaOperationsImplTest,"0,139"
spring-roo,testConfigureJpaForH2InMemoryAndHibernateForNewProject,org.springframework.roo.addon.jpa.addon.JpaOperationsImplTest,"0,002"
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.layers.repository.jpa.addon.RepositoryJpaAnnotationValuesTest,"0,002"
spring-roo,testGetFindAllAdditions,org.springframework.roo.addon.layers.repository.jpa.addon.RepositoryJpaLayerProviderTest,"0,039"
spring-roo,testGetAdditionsForNonRepositoryLayerMethod,org.springframework.roo.addon.layers.repository.jpa.addon.RepositoryJpaLayerProviderTest,"0,001"
spring-roo,testParameterTypesAreNotNull,org.springframework.roo.addon.layers.repository.jpa.addon.RepositoryLayerMethodTest,"0,087"
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.plural.addon.PluralAnnotationValuesTest,"0,006"
spring-roo,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.test.addon.IntegrationTestAnnotationValuesTest,"0,011"
spring-roo-community-addons,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.solr.SolrSearchAnnotationValuesTest,"0,008"
spring-roo,testAddProperty,org.springframework.roo.application.config.ApplicationConfigServiceImplTest,"0,004"
spring-roo,testGetInstanceFromFullyQualifiedClassName,org.springframework.roo.classpath.details.annotations.AnnotationMetadataBuilderTest,"0,001"
spring-roo,testConvertEmptyArrayOfJavaTypes,org.springframework.roo.classpath.details.annotations.AnnotatedJavaTypeTest,0
spring-roo,testToStringWhenTrue,org.springframework.roo.classpath.details.annotations.BooleanAttributeValueTest,0
spring-roo,testToString,org.springframework.roo.classpath.details.annotations.CharAttributeValueTest,"0,001"
spring-roo,testToString,org.springframework.roo.classpath.details.annotations.LongAttributeValueTest,0
spring-roo,testConvertNullListOfJavaTypes,org.springframework.roo.classpath.details.annotations.AnnotatedJavaTypeTest,0
spring-roo,testGetInstanceFromClassObject,org.springframework.roo.classpath.details.annotations.AnnotationMetadataBuilderTest,0
spring-roo,testToStringWhenFalse,org.springframework.roo.classpath.details.annotations.BooleanAttributeValueTest,"0,001"
spring-roo,testToString,org.springframework.roo.classpath.details.annotations.IntegerAttributeValueTest,"0,001"
spring-roo,testAddInnerTypeAfterSettingUnmodifiableCollection,org.springframework.roo.classpath.details.AbstractMemberHoldingTypeDetailsBuilderTest,"0,013"
spring-roo,testGetImport,org.springframework.roo.classpath.details.ImportMetadataBuilderTest,"0,002"
spring-roo,testAddConstructorAfterSettingUnmodifiableCollection,org.springframework.roo.classpath.details.AbstractMemberHoldingTypeDetailsBuilderTest,"0,007"
spring-roo,testMinimalInstance,org.springframework.roo.classpath.details.DefaultItdTypeDetailsTest,"0,016"
spring-roo,testGetItdCanoncialPath,org.springframework.roo.classpath.details.DefaultPhysicalTypeMetadataTest,"0,102"
spring-roo,testAddImplementsTypeAfterSettingUnmodifiableCollection,org.springframework.roo.classpath.details.AbstractMemberHoldingTypeDetailsBuilderTest,"0,006"
spring-roo,testGetItdCanonicalPath,org.springframework.roo.classpath.details.DefaultPhysicalTypeMetadataTest,0
spring-roo,testGetInvokedFieldWhenBuilderIsNull,org.springframework.roo.classpath.layers.MemberTypeAdditionsTest,0
spring-roo,testGetMethodCallWithTargetAndNoParameters,org.springframework.roo.classpath.layers.MemberTypeAdditionsTest,0
spring-roo,optionsAfterPredicateDateField,org.springframework.roo.addon.finder.addon.parser.PartTreeUnitTest,"0,011"
spring-roo,testFocusOnTypeThatCannotBeLocated,org.springframework.roo.classpath.operations.ClasspathOperationsImplTest,0
spring-roo,testGetLowestCommonPackageWhenOneExists,org.springframework.roo.classpath.TypeLocationServiceImplTest,"0,008"
spring-roo,testGetModuleNameFromMetadataInstanceId,org.springframework.roo.classpath.PhysicalTypeIdentifierNamingUtilsTest,"0,001"
spring-roo,testGetLogicalPathFromMetadataInstanceId,org.springframework.roo.classpath.PhysicalTypeIdentifierNamingUtilsTest,0
spring-roo,testGetPathFromMetadataClassId,org.springframework.roo.classpath.PhysicalTypeIdentifierNamingUtilsTest,0
spring-roo,testGetJavaType,org.springframework.roo.classpath.PhysicalTypeIdentifierTest,0
spring-roo,testGetPackageFromType,org.springframework.roo.classpath.TypeLocationServiceImplTest,0
spring-roo,testGetTypeFromStringWhenFileContainsNoSuchType,org.springframework.roo.classpath.antlrjavaparser.JavaParserTypeParsingServiceTest,"0,246"
spring-roo,testGetTypeFromStringWhenFileContainsNoTypes,org.springframework.roo.classpath.antlrjavaparser.JavaParserTypeParsingServiceTest,"0,002"
spring-roo,testSimpleInterfaceNoChanges,org.springframework.roo.classpath.antlrjavaparser.NewUpdateCompilationUnitTest,"0,07"
spring-roo,testSimpleClassNoChanges,org.springframework.roo.classpath.antlrjavaparser.NewUpdateCompilationUnitTest,"0,387"
spring-roo,testConvertTopLevelPackageWithOneModulePrefix,org.springframework.roo.converters.JavaTypeConverterTest,"0,035"
spring-roo,testGetCompletionsIncludingCurrentWhenChildModuleExistsAndRootIsFocused,org.springframework.roo.converters.PomConverterTest,"0,002"
spring-roo,testConvertFromCompoundPackageNameInUpdateContext,org.springframework.roo.converters.JavaPackageConverterTest,"0,001"
spring-roo,testSupportsCorrectType,org.springframework.roo.converters.PackagingProviderConverterTest,"0,107"
spring-roo,testSupports,org.springframework.roo.converters.EnumConverterTest,0
spring-roo,testGetAllPossibleValuesForPartialName,org.springframework.roo.converters.EnumConverterTest,0
spring-roo,testConvertFromEmptyText,org.springframework.roo.converters.JavaPackageConverterTest,0
spring-roo,testConvertWhitespace,org.springframework.roo.converters.JavaTypeConverterTest,"0,001"
spring-roo,testConvertValidString,org.springframework.roo.converters.PackagingProviderConverterTest,"0,006"
spring-roo,testSupportsPoms,org.springframework.roo.converters.PomConverterTest,0
spring-roo,testInstancesWithSameFileAndNullTimestamp,org.springframework.roo.file.monitor.event.FileDetailsTest,"0,003"
spring-roo,testMonitorDirectoryAndSubtreeForDelete,org.springframework.roo.file.monitor.MonitoringRequestEditorTest,"0,011"
spring-roo,testMonitorDirectoryButNotSubtreeForRename,org.springframework.roo.file.monitor.MonitoringRequestEditorTest,0
spring-roo,testGetMonitoringRequestForCurrentDirectoryOnly,org.springframework.roo.file.monitor.MonitoringRequestTest,"0,006"
spring-roo,testRegistration,org.springframework.roo.metadata.internal.DefaultMetadataDependencyRegistryTest,"0,003"
spring-roo,testToStringForLessThanOneMillisecond,org.springframework.roo.metadata.internal.StandardMetadataTimingStatisticTest,"0,006"
spring-roo,testToStringForOneMillisecond,org.springframework.roo.metadata.internal.StandardMetadataTimingStatisticTest,"0,001"
spring-roo,testToStringOfNewInstance,org.springframework.roo.metadata.DefaultMetadataServiceTest,"0,01"
spring-roo,testGetMetadataClassFromMidPrefix,org.springframework.roo.metadata.MetadataIdentificationUtilsTest,0
spring-roo,testMidPrefixIsNotValid,org.springframework.roo.metadata.MetadataIdentificationUtilsTest,0
spring-roo,testAssertJavaNameLegal,org.springframework.roo.model.JavaSymbolNameTest,0
spring-roo,testGetAllPossibleValuesInProjectWhenNoModulePrefixIsUsed,org.springframework.roo.converters.JavaTypeConverterTest,"0,015"
spring-roo,testVerifyReservedJavaKeywordsPresent,org.springframework.roo.model.ReservedWordsTest,"0,004"
spring-roo,testConvertFromTextWithTrailingDot,org.springframework.roo.converters.JavaPackageConverterTest,"0,001"
spring-roo,testClassNamesAreActualJdkTypes,org.springframework.roo.model.JdkJavaTypeTest,"0,003"
spring-roo,testParentPackageIsNotWithinChild,org.springframework.roo.model.JavaPackageTest,0
spring-roo,testFailAssertJavaNameLegal,org.springframework.roo.model.JavaSymbolNameTest,0
spring-roo,testTypeInRootPackage,org.springframework.roo.model.JavaTypeTest,"0,006"
spring-roo,testVerifyReservedSqlKeywordsNotPresent2,org.springframework.roo.model.ReservedWordsTest,0
spring-roo,testChildPackageIsWithinParent,org.springframework.roo.model.JavaPackageTest,0
spring-roo,testGetCompletionsIncludingCurrentWhenChildModuleExistsAndChildIsFocused,org.springframework.roo.converters.PomConverterTest,"0,001"
spring-roo,testGetAllPossibleValuesInProjectWhenNoModuleHasFocus,org.springframework.roo.converters.JavaTypeConverterTest,0
spring-roo,testConstructWithEmptyName,org.springframework.roo.project.maven.ModuleTest,"0,001"
spring-roo,testHasDependencyExcludingVersionWhenDependencyHasDifferentGroupId,org.springframework.roo.project.maven.PomTest,"0,002"
spring-roo,testIdIsNotBlank,org.springframework.roo.project.packaging.JarPackagingTest,"0,006"
spring-roo,testIdIsNotBlank,org.springframework.roo.project.packaging.PomPackagingTest,0
spring-roo,testTemplateExists,org.springframework.roo.project.packaging.JarPackagingTest,0
spring-roo,testGetDefaultPackagingProviderWhenNoCustomIsDefault,org.springframework.roo.project.packaging.PackagingProviderRegistryTest,"0,006"
spring-roo,testTemplateExists,org.springframework.roo.project.packaging.PomPackagingTest,0
spring-roo,testFilterNullCollection,org.springframework.roo.support.util.CollectionUtilsTest,0
spring-roo,testRemoveDependencyTwiceWhenItExistsOnce,org.springframework.roo.project.MavenOperationsImplTest,"0,031"
spring-roo-community-addons,testSetIsCollectionOfProxy,org.springframework.roo.addon.gwt.GwtProxyPropertyTest,"0,127"
spring-roo,testGetRootOfPath,org.springframework.roo.project.DefaultPathResolvingStrategyTest,"0,001"
spring-roo,testGetElement,org.springframework.roo.project.ResourceTest,0
spring-roo-community-addons,testAllAnnotationAttributesHaveAValueField,org.springframework.roo.addon.layers.repository.mongo.RepositoryMongoAnnotationValuesTest,0
spring-roo,testGetSourcePaths,org.springframework.roo.project.MavenPathResolvingStrategyTest,"0,023"
spring-roo,testDependenciesWithDifferentVersionsHaveSameCoordinates,org.springframework.roo.project.DependencyTest,0
spring-roo,testGetPomsWhenOneEmptyPomIsDirty,org.springframework.roo.project.PomManagementServiceImplTest,"0,015"
spring-roo,testInstanceDoesNotEqualNull,org.springframework.roo.project.ConfigurationTest,"0,006"
spring-roo,testGetElementForMinimalExecution,org.springframework.roo.project.ExecutionTest,"0,002"
spring-roo,testXmlElementConstructorWithArtifactAndVersion,org.springframework.roo.project.PluginTest,"0,032"
spring-roo,testValidArtifactIdIsAValidId,org.springframework.roo.project.MavenUtilsTest,0
spring-roo,testGetElement,org.springframework.roo.project.RepositoryTest,"0,001"
spring-roo,testInvalidMIDIsNotValid,org.springframework.roo.project.ProjectMetadataTest,0
spring-roo-community-addons,testSegmentPackageForWebPath,org.springframework.roo.addon.gwt.GwtPathTest,"0,001"
spring-roo,testValueOfEmptyCode,org.springframework.roo.project.DependencyTypeTest,0
spring-roo,testGetInstanceFromBlankString,org.springframework.roo.project.LogicalPathTest,0
spring-roo,testInstancesWithSameCoordinatesAreEqual,org.springframework.roo.project.GAVTest,"0,001"
spring-roo,testGetModulePaths,org.springframework.roo.project.DefaultPathResolvingStrategyTest,"0,001"
spring-roo,testAddExclusion,org.springframework.roo.project.DependencyTest,0
spring-roo,testValueOfUnknownCode,org.springframework.roo.project.DependencyTypeTest,0
spring-roo,testIdenticalExecutionsWithNoConfigurationAreEqual,org.springframework.roo.project.ExecutionTest,0
spring-roo,testInstancesWithDifferentVersionsCompareUnequally,org.springframework.roo.project.GAVTest,0
spring-roo,testGetInstanceFromCombinedPathAndModuleName,org.springframework.roo.project.LogicalPathTest,0
spring-roo,testCannotFocusModuleWhenMoreThanOneModuleExists,org.springframework.roo.project.MavenOperationsImplTest,"0,001"
spring-roo,testGetIdentifierForNewModuleWithEmptyRelativePath,org.springframework.roo.project.MavenPathResolvingStrategyTest,"0,002"
spring-roo,testNullIsNotAValidId,org.springframework.roo.project.MavenUtilsTest,0
spring-roo-community-addons,testSegmentNamesAreNonNull,org.springframework.roo.addon.gwt.GwtPathTest,0
spring-roo,testGetElementForMinimalPlugin,org.springframework.roo.project.PluginTest,"0,029"
spring-roo,testLevelTwoMIDIsValid,org.springframework.roo.project.ProjectMetadataTest,0
spring-roo,testAddProperty,org.springframework.roo.settings.project.ProjectSettingsServiceImplTest,"0,009"
spring-roo,testNormaliseMultipleWords,org.springframework.roo.shell.SimpleParserTest,"0,003"
spring-roo,testProps,org.springframework.roo.shell.AbstractShellTest,"0,115"
spring-roo,testGetCompletionsExcludingCurrentWhenOnlyRootModuleExists,org.springframework.roo.converters.PomConverterTest,"0,001"
spring-roo,testInstanceDoesNotEqualNull,org.springframework.roo.shell.MethodTargetTest,"0,002"
spring-roo,testSetAndGetOptionContext,org.springframework.roo.shell.CliOptionContextTest,"0,001"
spring-roo,testResetOptionContext,org.springframework.roo.shell.CliOptionContextTest,0
spring-roo,testInstancesWithDifferentTargetAreNotEqual,org.springframework.roo.shell.MethodTargetTest,0
spring-roo,testNormaliseEmptyString,org.springframework.roo.shell.SimpleParserTest,"0,001"
spring-roo,testGetRooWorkingDirectory,org.springframework.roo.support.osgi.OSGiUtilsTest,"0,038"
spring-roo,testSetDisplayName,org.springframework.roo.support.util.WebXmlUtilsTest,"0,004"
spring-roo,testGetTextContentOfNonNullNode,org.springframework.roo.support.util.DomUtilsTest,"0,132"
spring-roo,testGetInputStreamOfFileInSubDirectory,org.springframework.roo.support.util.FileUtilsTest,0
spring-roo,testAddContextParam,org.springframework.roo.support.util.WebXmlUtilsTest,"0,004"
spring-roo,testDecorateNullText,org.springframework.roo.support.util.AnsiEscapeCodeTest,0
spring-roo,testPopulateNonNullCollectionWithNullCollection,org.springframework.roo.support.util.CollectionUtilsTest,0
spring-roo,testConstructFromNulListsOfKeysAndValues,org.springframework.roo.support.util.PairListTest,0
spring-data-book,testFind,com.oreilly.springdata.gemfire.core.CustomerRepositoryIntegrationTest,"0,128"
spring-data-book,basicRepositoryOperations,com.oreilly.springdata.gemfire.core.GemfireCustomerRepositoryIntegrationTest,"0,346"
spring-data-book,findsProductsByAttributes,com.oreilly.springdata.gemfire.core.ProductRepositoryIntegrationTest,"0,126"
spring-data-book,readOrder,com.oreilly.springdata.gemfire.order.OrderRepositoryIntegrationTest,"0,129"
spring-data-book,lookupProductsByDescription,com.oreilly.springdata.gemfire.core.ProductRepositoryIntegrationTest,"0,006"
spring-data-book,bootstrapAppFromXml,com.oreilly.springdata.gemfire.ApplicationConfigTest,"6,19"
